uri,primary_name_display,replaced
http://dx.doi.org/10.13039/100011632,"Mo Ibrahim Foundation",
http://dx.doi.org/10.13039/100010117,"Moikoisten Syöväntutkimussäätiö",
http://dx.doi.org/10.13039/501100020691,"Mo-Im Kim Nursing Research Institute, Yonsei University College of Medicine",
http://dx.doi.org/10.13039/501100022188,"Moi University",
http://dx.doi.org/10.13039/501100002534,"Mokpo Catholic University",
http://dx.doi.org/10.13039/501100003643,"Mokpo National Hospital",
http://dx.doi.org/10.13039/501100002535,"Mokpo National Maritime University",
http://dx.doi.org/10.13039/501100002536,"Mokpo National University",
http://dx.doi.org/10.13039/501100005752,"Mokslo, Inovaciju ir Technologiju Agentura",
http://dx.doi.org/10.13039/501100002537,"Mokwon University",
http://dx.doi.org/10.13039/100031936,"Moleac",
http://dx.doi.org/10.13039/100017772,"Molecular Biology Society of Japan",
http://dx.doi.org/10.13039/100014234,"Molecular Engineering and Sciences Institute, University of Washington",
http://dx.doi.org/10.13039/100016649,"Molecular Engineering Materials Center, University of Washington",
http://dx.doi.org/10.13039/501100013217,"Molecular Medicine Research Center, Hormozgan University of Medical Sciences",
http://dx.doi.org/10.13039/100021881,"Moline Regional Community Foundation",
http://dx.doi.org/10.13039/100003971,"Molly Foundation for Diabetes Research",
http://dx.doi.org/10.13039/100010256,"Molly Towell Perinatal Research Foundation",
http://dx.doi.org/10.13039/100023315,"Molson Foundation",
http://dx.doi.org/10.13039/100014507,"Molson Foundation",
http://dx.doi.org/10.13039/100026694,"Momeni Foundation",
http://dx.doi.org/10.13039/100019413,"Momental Foundation",
http://dx.doi.org/10.13039/100014482,"Momenta Pharmaceuticals",
http://dx.doi.org/10.13039/100018728,"Momentum Bioscience",
http://dx.doi.org/10.13039/100030297,"Mona Lisa Lysinger",
http://dx.doi.org/10.13039/100023521,"Monarch School",
http://dx.doi.org/10.13039/501100024339,"Monash Addiction Research Centre, Monash University",
http://dx.doi.org/10.13039/501100020821,"Monash Biomedicine Discovery Institute, Monash University",
http://dx.doi.org/10.13039/100012368,"Monash Institute of Medical Engineering, Monash University",
http://dx.doi.org/10.13039/501100001779,"Monash University",
http://dx.doi.org/10.13039/501100010699,"Monash University Malaysia",
http://dx.doi.org/10.13039/100028302,"MONAT Gratitude",
http://dx.doi.org/10.13039/100024210,"Mondragon Unibertsitatea",
http://dx.doi.org/10.13039/100019680,"Monell Chemical Senses Center",
http://dx.doi.org/10.13039/100028454,"Money Fit by DRS",
http://dx.doi.org/10.13039/100029425,"Money for Women/Barbara Deming Memorial Fund",
http://dx.doi.org/10.13039/100024706,"MoneyKey",
http://dx.doi.org/10.13039/100019986,"Mongolian Academy of Sciences",
http://dx.doi.org/10.13039/100019122,"Mongolian Foundation for Science and Technology",
http://dx.doi.org/10.13039/100020678,"Mongolian National University of Education",
http://dx.doi.org/10.13039/100018664,"Mongolian National University of Medical Sciences",
http://dx.doi.org/10.13039/100025686,"Moniker Foundation",
http://dx.doi.org/10.13039/100011331,"Monique Weill-Caulier Trust",
http://dx.doi.org/10.13039/100028858,"Monira Foundation",
http://dx.doi.org/10.13039/100027720,"Monmouth Arts",
http://dx.doi.org/10.13039/100017514,"Monmouth University",
http://dx.doi.org/10.13039/100009955,"Monsanto Company",
http://dx.doi.org/10.13039/100001247,"Monsanto Fund",
http://dx.doi.org/10.13039/100027845,"Monson Arts",
http://dx.doi.org/10.13039/100025888,"Montalvo Arts Center",
http://dx.doi.org/10.13039/100011427,"Montana Academy of Sciences",
http://dx.doi.org/10.13039/100009502,"Montana Agricultural Experiment Station",
http://dx.doi.org/10.13039/100029464,"Montana Area Health Education Center",
http://dx.doi.org/10.13039/100021614,"Montana Board of Crime Control",
http://dx.doi.org/10.13039/100012862,"Montana Board of Research and Commercialization Technology",
http://dx.doi.org/10.13039/100026068,"Montana Broadcasters Association",
http://dx.doi.org/10.13039/100021396,"Montana Community Foundation",
http://dx.doi.org/10.13039/100017652,"Montana Department of Agriculture",
http://dx.doi.org/10.13039/100021598,"Montana Department of Commerce",
http://dx.doi.org/10.13039/100013632,"Montana Department of Natural Resources and Conservation",
http://dx.doi.org/10.13039/100009209,"Montana Department of Transportation",
http://dx.doi.org/10.13039/100030434,"Montana Farm Bureau Federation",
http://dx.doi.org/10.13039/100030737,"Montana Federation of Garden Clubs",
http://dx.doi.org/10.13039/100021606,"Montana Fish, Wildlife and Parks",
http://dx.doi.org/10.13039/100013926,"Montana Healthcare Foundation",
http://dx.doi.org/10.13039/100013633,"Montana Institute on Ecosystems",
http://dx.doi.org/10.13039/100016495,"Montana Logging Association",
http://dx.doi.org/10.13039/100025945,"Montana Mental Health Trust",
http://dx.doi.org/10.13039/100030600,"Montana Native Plant Society",
http://dx.doi.org/10.13039/100023680,"Montana Office of Rural Health",
http://dx.doi.org/10.13039/100012861,"Montana Office of Tourism and Business Development",
http://dx.doi.org/10.13039/100024268,"Montana Primary Care Office",
http://dx.doi.org/10.13039/100005748,"Montana Space Grant Consortium",
http://dx.doi.org/10.13039/100009501,"Montana State University",
http://dx.doi.org/10.13039/100011496,"Montana Tech",
http://dx.doi.org/10.13039/100015067,"Montana University System",
http://dx.doi.org/10.13039/100013631,"Montana Water Center, Montana State University",
http://dx.doi.org/10.13039/100013203,"Montana Wheat and Barley Committee",
http://dx.doi.org/10.13039/100026940,"Montclair Foundation",
http://dx.doi.org/10.13039/100027303,"Montclair Fund for Educational Excellence",
http://dx.doi.org/10.13039/100027292,"Montclair Fund for Women",
http://dx.doi.org/10.13039/100010918,"Montclair State University",
http://dx.doi.org/10.13039/100012383,"Monte L. Bean Life Science Museum, Brigham Young University",
http://dx.doi.org/10.13039/100027778,"Montello Foundation",
http://dx.doi.org/10.13039/100003509,"Montel Williams MS Foundation",
http://dx.doi.org/10.13039/100019202,"Monterey Bay Aquarium Foundation",
http://dx.doi.org/10.13039/100019189,"Monterey Bay Aquarium Research Institute",
http://dx.doi.org/10.13039/501100018895,"Montes del Plata",
http://dx.doi.org/10.13039/100021262,"Montgomery County Community Foundation",
http://dx.doi.org/10.13039/100022703,"Montgomery County Community Foundation",
http://dx.doi.org/10.13039/100030098,"Montgomery County Foundation",
http://dx.doi.org/10.13039/100024377,"Montgomery County Government",
http://dx.doi.org/10.13039/100029683,"Monticello College Foundation",
http://dx.doi.org/10.13039/501100021565,"Montpellier Université d'Excellence",
http://dx.doi.org/10.13039/100015318,"Montreal Neurological Institute and Hospital",
http://dx.doi.org/10.13039/100021417,"Montrose Community Foundation",
http://dx.doi.org/10.13039/100011815,"Monumental Brass Society",
http://dx.doi.org/10.13039/100010596,"Moody College of Communication",
http://dx.doi.org/10.13039/100021089,"Moody Endowment",
http://dx.doi.org/10.13039/100001248,"Moody Foundation",
http://dx.doi.org/10.13039/100003972,"Moody's Credit Markets Research Fund",
http://dx.doi.org/10.13039/100000917,"Moody's Foundation",
http://dx.doi.org/10.13039/100009030,"Moog Corporation",
http://dx.doi.org/10.13039/100022942,"Moondance Foundation",
http://dx.doi.org/10.13039/100025620,"Mooneyhan Family Foundation",
http://dx.doi.org/10.13039/501100020963,"Moonshot Research and Development Program",
http://dx.doi.org/10.13039/100015632,"Moore Family Foundation",
http://dx.doi.org/10.13039/501100023852,"Moore Institute for Research in the Humanities and Social Studies, University of Galway",
http://dx.doi.org/10.13039/100019775,"Moores Cancer Center, UC San Diego Health",
http://dx.doi.org/10.13039/501100017645,"Moorfields Eye Charity",
http://dx.doi.org/10.13039/501100012617,"Moorfields Eye Hospital NHS Foundation Trust",
http://dx.doi.org/10.13039/100031621,"Moorfields Eye Hospitals UAE",
http://dx.doi.org/10.13039/100014332,"Moravian Archives",
http://dx.doi.org/10.13039/100023373,"Morden Area Foundation",
http://dx.doi.org/10.13039/100028792,"More Art",
http://dx.doi.org/10.13039/100007426,"Moredun Foundation",
http://dx.doi.org/10.13039/501100021717,"Moredun Research Institute",
http://dx.doi.org/10.13039/100032447,"Møreforsking",
http://dx.doi.org/10.13039/100007252,"Morehead State University",
http://dx.doi.org/10.13039/100017840,"Morehouse School of Medicine",
http://dx.doi.org/10.13039/100025023,"Morelli Law Firm",
http://dx.doi.org/10.13039/100025089,"More Naturals",
http://dx.doi.org/10.13039/100027719,"Morenci Education Foundation",
http://dx.doi.org/10.13039/501100024103,"Møre og Romsdal Fylkeskommune",
http://dx.doi.org/10.13039/100012869,"Morgan Adams Foundation",
http://dx.doi.org/10.13039/100001249,"Morgan Family Foundation",
http://dx.doi.org/10.13039/100028625,"Morgan Library and Museum",
http://dx.doi.org/10.13039/100024825,"Morgan Stanley",
http://dx.doi.org/10.13039/100010065,"Morgan State University",
http://dx.doi.org/10.13039/100018203,"Morgridge Family Foundation",
http://dx.doi.org/10.13039/501100009583,"Morinaga Foundation For Health and Nutrition",
http://dx.doi.org/10.13039/100019269,"Morinaga Milk Industry",
http://dx.doi.org/10.13039/501100006684,"Moritani Scholarship Foundation",
http://dx.doi.org/10.13039/100025624,"Morley Family Foundation",
http://dx.doi.org/10.13039/100018362,"Morningside Foundation",
http://dx.doi.org/10.13039/100009249,"Mornington Peninsula Shire",
http://dx.doi.org/10.13039/501100014722,"Moroccan Foundation for Advanced Science, Innovation and Research",
http://dx.doi.org/10.13039/501100013650,"MorphoSys",
http://dx.doi.org/10.13039/100020070,"Morris and Alma Schapiro Fund",
http://dx.doi.org/10.13039/100014219,"Morris and Gwendolyn Cafritz Foundation",
http://dx.doi.org/10.13039/100001250,"Morris Animal Foundation",
http://dx.doi.org/10.13039/100027259,"Morris Arts",
http://dx.doi.org/10.13039/100024753,"Morris Bart",
http://dx.doi.org/10.13039/100025353,"Morris Family Foundation",
http://dx.doi.org/10.13039/100026723,"Morris J. and Betty Kaplun Foundation",
http://dx.doi.org/10.13039/501100003774,"Morris Kerzner Memorial Fund",
http://dx.doi.org/10.13039/100030949,"Morrison Institute for Population and Resource Studies, School of Humanities and Sciences, Stanford University",
http://dx.doi.org/10.13039/501100021533,"Morrison Trust",
http://dx.doi.org/10.13039/100006653,"Morris Stulsaft Foundation",
http://dx.doi.org/10.13039/100011280,"Morsani College of Medicine",
http://dx.doi.org/10.13039/100030881,"Morski Instytut Rybacki – Państwowy Instytut Badawczy",
http://dx.doi.org/10.13039/100024796,"Mortar",
http://dx.doi.org/10.13039/100024304,"Mortar Board",
http://dx.doi.org/10.13039/100026463,"Morton Community Foundation",
http://dx.doi.org/10.13039/100003146,"Morton Cure Paralysis Fund",
http://dx.doi.org/10.13039/100011350,"Mosaic Company",
http://dx.doi.org/10.13039/100022058,"Mosaic Life Care Foundation",
http://dx.doi.org/10.13039/100019955,"Moscow Center of Fundamental and Applied Mathematics",
http://dx.doi.org/10.13039/501100018887,"Moscow Institute of Physics and Technology",
http://dx.doi.org/10.13039/100019260,"Moscow Pedagogical State University",
http://dx.doi.org/10.13039/501100007840,"Moscow State University of Geodesy and Cartography",
http://dx.doi.org/10.13039/100018575,"Moscow State University of Psychology and Education",
http://dx.doi.org/10.13039/100029893,"Moses D. Nunnally, Jr. Charitable Trust B",
http://dx.doi.org/10.13039/100027830,"Moses Kimball Fund",
http://dx.doi.org/10.13039/501100023705,"Moses Kotane Institute",
http://dx.doi.org/10.13039/100026913,"Moses Taylor Foundation",
http://dx.doi.org/10.13039/100025103,"Moskowitz Law Group",
http://dx.doi.org/10.13039/100014460,"Mosquito-Borne Research Foundation",
http://dx.doi.org/10.13039/100032666,"Moss Landing Marine Laboratories",
http://dx.doi.org/10.13039/100012323,"Mote Marine Laboratory and Aquarium",
http://dx.doi.org/10.13039/100016536,"Moterum Technologies",
http://dx.doi.org/10.13039/501100004632,"Mother and Child Health Foundation",
http://dx.doi.org/10.13039/100027214,"Mother Cabrini Health Foundation",
http://dx.doi.org/10.13039/100023466,"Mothers Against Drunk Driving",
http://dx.doi.org/10.13039/100028857,"Mother's Milk Residency",
http://dx.doi.org/10.13039/100030948,"Motif FoodWorks",
http://dx.doi.org/10.13039/501100015989,"Motilal Nehru National Institute of Technology Allahabad",
http://dx.doi.org/10.13039/100004793,"Motley Fool",
http://dx.doi.org/10.13039/501100015795,"Motor Accident Insurance Commission",
http://dx.doi.org/10.13039/501100000406,"Motor Neurone Disease Association",
http://dx.doi.org/10.13039/100014331,"Motor Neurone Disease Australia",
http://dx.doi.org/10.13039/100016887,"Motor Neurone Disease Research Australia",
http://dx.doi.org/10.13039/100008714,"Motor Neurone Disease Research Institute of Australia",
http://dx.doi.org/10.13039/100004335,"Motorola",
http://dx.doi.org/10.13039/100024770,"Motorola Solutions",
http://dx.doi.org/10.13039/100025299,"Motorola Solutions Foundation",
http://dx.doi.org/10.13039/501100000090,"Mountain Equipment Co-operative",
http://dx.doi.org/10.13039/100016938,"Mountain-Plains Consortium",
http://dx.doi.org/10.13039/100021623,"Mountain West Clinical and Translational Research Infrastructure Network Program",
http://dx.doi.org/10.13039/501100004633,"Mount Allison University",
http://dx.doi.org/10.13039/100031204,"Mount Everest Foundation",
http://dx.doi.org/10.13039/501100024391,"Mount Isa Mines",
http://dx.doi.org/10.13039/501100009368,"Mount Kenya University",
http://dx.doi.org/10.13039/100012965,"Mount Royal University",
http://dx.doi.org/10.13039/100011796,"Mount Saint Vincent University",
http://dx.doi.org/10.13039/100019077,"Mount Sinai Children's Center Foundation",
http://dx.doi.org/10.13039/100026244,"Mount Sinai Community Foundation",
http://dx.doi.org/10.13039/100010555,"Mount Sinai Health System",
http://dx.doi.org/10.13039/100018272,"Mount Sinai Older Adults Independence Center",
http://dx.doi.org/10.13039/501100004634,"Mount Sylvia Diatomite",
http://dx.doi.org/10.13039/100014347,"Mount Vernon Ladies' Association",
http://dx.doi.org/10.13039/100001252,"Mount Zion Health Fund",
http://dx.doi.org/10.13039/501100021131,"Movember Canada",
http://dx.doi.org/10.13039/100008719,"Movember Foundation",
http://dx.doi.org/10.13039/100015945,"Movistar Telefónica",
http://dx.doi.org/10.13039/100016434,"Moxie Foundation",
http://dx.doi.org/10.13039/100001764,"Moyer Foundation",
http://dx.doi.org/10.13039/100027525,"MOZAIK Philanthropy",
http://dx.doi.org/10.13039/100022579,"Mozambique USAID",
http://dx.doi.org/10.13039/501100012642,"Mozilla Foundation",
http://dx.doi.org/10.13039/100027179,"Mozilla Open Source Support",
http://dx.doi.org/10.13039/100032239,"MPA Precast",
http://dx.doi.org/10.13039/100003717,"M. Patricia Cronin Foundation to Fight Ovarian Cancer",
http://dx.doi.org/10.13039/501100011754,"M.P. Council of Science and Technology",
http://dx.doi.org/10.13039/100007474,"MPD Foundation",
http://dx.doi.org/10.13039/100032016,"MPG Ranch",
http://dx.doi.org/10.13039/100007427,"MPN Research Foundation",
http://dx.doi.org/10.13039/501100014097,"MPN Stichting",
http://dx.doi.org/10.13039/100021256,"MPOWER Financing",
http://dx.doi.org/10.13039/501100005051,"MPS España",
http://dx.doi.org/10.13039/100032155,"MPS Foundation",
http://dx.doi.org/10.13039/501100009080,"MPW-Stiftung",
http://dx.doi.org/10.13039/100011705,"MQ Mental Health Research",
http://dx.doi.org/10.13039/501100008162,"MQ: Transforming Mental Health",R
http://dx.doi.org/10.13039/100029941,"Mr. and Mrs. G. Kirk Swingle Foundation",
http://dx.doi.org/10.13039/100023240,"Mr. and Mrs. P.A. Woodward's Foundation",
http://dx.doi.org/10.13039/100030484,"Mr. and Mrs. William Foulds Family Foundation",
http://dx.doi.org/10.13039/501100018814,"MRC-PHE Centre for Environment and Health",
http://dx.doi.org/10.13039/100024703,"Mr. Marketing",
http://dx.doi.org/10.13039/100012164,"Mrs Gladys Row Fogo Charitable Trust",
http://dx.doi.org/10.13039/501100009048,"Mrs. Hsiu-Chin Lee Kidney Research Foundation",
http://dx.doi.org/10.13039/100028689,"Mrs Prindables",
http://dx.doi.org/10.13039/100030732,"MSD",R
http://dx.doi.org/10.13039/100016913,"MSDAVENIR",
http://dx.doi.org/10.13039/501100013236,"MSD Life Science Foundation, Public Interest Incorporated Foundation",
http://dx.doi.org/10.13039/100022752,"MSD Sharp and Dohme",
http://dx.doi.org/10.13039/100026269,"Ms. Foundation for Women",
http://dx.doi.org/10.13039/100013899,"M.S.I. Foundation",
http://dx.doi.org/10.13039/100004768,"M & T Bank",
http://dx.doi.org/10.13039/100028583,"M&T Charitable Foundation",
http://dx.doi.org/10.13039/100014125,"Mt. Cuba Astronomical Foundation",
http://dx.doi.org/10.13039/100025346,"Mt. Cuba Center",
http://dx.doi.org/10.13039/100013305,"MTF Biologics",
http://dx.doi.org/10.13039/100017848,"MTI Biotech",
http://dx.doi.org/10.13039/100030099,"Mt. Lebanon Community Foundation",
http://dx.doi.org/10.13039/501100021952,"MTPConnect",
http://dx.doi.org/10.13039/100003148,"Mt. Pleasant Area Commuity Foundation",R
http://dx.doi.org/10.13039/100022305,"Mt. Pleasant Area Community Foundation",
http://dx.doi.org/10.13039/100016370,"Mt. Sinai Health Care Foundation",
http://dx.doi.org/10.13039/100004772,"MTS Systems",
http://dx.doi.org/10.13039/100008045,"Mucolipidosis IV Foundation",
http://dx.doi.org/10.13039/100003149,"Mucolipidosis Type IV Foundation",
http://dx.doi.org/10.13039/501100011998,"Mudanjiang Normal University",
http://dx.doi.org/10.13039/100017660,"Mudanjiang Science and Technology Bureau",
http://dx.doi.org/10.13039/100025917,"Mudflat Studio",
http://dx.doi.org/10.13039/100029887,"Muessel-Ellison Memorial Trust Foundation",
http://dx.doi.org/10.13039/100022870,"Muğla Sıtkı Koçman Üniversitesi",
http://dx.doi.org/10.13039/501100025186,"Muhimbili National Hospital",
http://dx.doi.org/10.13039/501100021573,"Muhimbili University of Health and Allied Sciences",
http://dx.doi.org/10.13039/100031452,"Muhlenberg College",
http://dx.doi.org/10.13039/501100019741,"Muir Maxwell Trust",
http://dx.doi.org/10.13039/100031300,"Mukai Science and Technology Foundation",
http://dx.doi.org/10.13039/100030670,"Mulago Foundation",
http://dx.doi.org/10.13039/100017768,"Muley Fanatic Foundation",
http://dx.doi.org/10.13039/100022240,"MultiCare",
http://dx.doi.org/10.13039/100009942,"MultiCare Institute for Research and Innovation",
http://dx.doi.org/10.13039/100014036,"Multidisciplinary University Research Initiative",
http://dx.doi.org/10.13039/501100003609,"Multifunctional Administrative City Construction Agency",
http://dx.doi.org/10.13039/100012024,"Multimedia University",
http://dx.doi.org/10.13039/100011011,"Multinational Association of Supportive Care in Cancer",
http://dx.doi.org/10.13039/100001253,"Multiple Myeloma Research Foundation",
http://dx.doi.org/10.13039/501100000924,"Multiple Sclerosis Australia",
http://dx.doi.org/10.13039/100000889,"Multiple Sclerosis Foundation",
http://dx.doi.org/10.13039/501100007459,"Multiple Sclerosis International Federation",
http://dx.doi.org/10.13039/100011873,"Multiple Sclerosis Scientific Research Foundation",
http://dx.doi.org/10.13039/501100000381,"Multiple Sclerosis Society",
http://dx.doi.org/10.13039/501100000261,"Multiple Sclerosis Society of Canada",
http://dx.doi.org/10.13039/501100020598,"Multiple Sclerosis Society of Western Australia",
http://dx.doi.org/10.13039/501100000399,"Multiple Sclerosis Trust",
http://dx.doi.org/10.13039/100028605,"Multiples of Illinois",
http://dx.doi.org/10.13039/100018889,"Multiple System Atrophy Coalition",
http://dx.doi.org/10.13039/100013128,"Multiple System Atrophy Trust",
http://dx.doi.org/10.13039/100030828,"MultiVir",
http://dx.doi.org/10.13039/100026667,"Multnomah Athletic Foundation",
http://dx.doi.org/10.13039/100012847,"Muma College of Business, University of South Florida",
http://dx.doi.org/10.13039/501100015675,"Münchner Zentrum für Gesundheitswissenschaften",
http://dx.doi.org/10.13039/501100015718,"Münchner Zentrum für Gesundheitswissenschaften, Ludwig-Maximilians-Universität München",
http://dx.doi.org/10.13039/100030679,"Mundipharma",
http://dx.doi.org/10.13039/501100013133,"Mundipharma AB",
http://dx.doi.org/10.13039/501100013075,"Mundipharma (China) Pharmaceutical",
http://dx.doi.org/10.13039/100016582,"Mundipharma EDO",
http://dx.doi.org/10.13039/100014470,"Mundipharma International",
http://dx.doi.org/10.13039/501100013130,"Mundipharma Korea Ltd",
http://dx.doi.org/10.13039/100019138,"Mundipharma Medical Company, Basel",
http://dx.doi.org/10.13039/501100013118,"Mundipharma Pharmaceuticals S.L.",
http://dx.doi.org/10.13039/501100013124,"Mundipharma Pharmaceuticals srl",
http://dx.doi.org/10.13039/501100013132,"Mundipharma Pte Ltd",
http://dx.doi.org/10.13039/501100013117,"Mundipharma Research GmbH and Co.KG",
http://dx.doi.org/10.13039/100014471,"Mundipharma Research Limited",
http://dx.doi.org/10.13039/100008685,"Munib and Angela Masri Institute of Energy and Natural Resources",
http://dx.doi.org/10.13039/501100006474,"Munib R. Masri Development Foundation",
http://dx.doi.org/10.13039/501100020701,"Munich Aerospace",
http://dx.doi.org/10.13039/501100023863,"Munich Center for Machine Learning",
http://dx.doi.org/10.13039/501100009555,"Munich Center for Neurosciences – Brain and Mind, Ludwig-Maximilians-Universität München",
http://dx.doi.org/10.13039/501100021825,"Munich Center for Quantum Science and Technology",
http://dx.doi.org/10.13039/501100007221,"Munich-Centre for Advanced Photonics",
http://dx.doi.org/10.13039/501100012162,"Munich Institute for Astro- and Particle Physics",
http://dx.doi.org/10.13039/501100009593,"Municipal Administration of State Land, Resources and Housing, Chongqing Municipal Government",
http://dx.doi.org/10.13039/100022710,"Municipalidad de Antofagasta",
http://dx.doi.org/10.13039/100023407,"Municipal Insurance Association of British Columbia",
http://dx.doi.org/10.13039/501100002904,"Municipality of Tai;an",
http://dx.doi.org/10.13039/100023476,"Munk School of Global Affairs and Public Policy",
http://dx.doi.org/10.13039/501100022728,"Munster Technological University",
http://dx.doi.org/10.13039/100018865,"Munuaissäätiö",
http://dx.doi.org/10.13039/100019581,"Munzur Üniversitesi",
http://dx.doi.org/10.13039/501100009816,"Murata Electronics",
http://dx.doi.org/10.13039/501100008662,"Murata Science and Education Foundation",
http://dx.doi.org/10.13039/100014555,"Murdoch Children's Research Institute",
http://dx.doi.org/10.13039/501100001799,"Murdoch University",
http://dx.doi.org/10.13039/100025328,"Muriel McBrien Kauffman Family Foundation",
http://dx.doi.org/10.13039/100032787,"Muroran Institute of Technology",
http://dx.doi.org/10.13039/100025588,"Murphy Family Foundation",
http://dx.doi.org/10.13039/100020859,"Murphy Institute, Tulane University",
http://dx.doi.org/10.13039/100025449,"Murray and Agnes Seasongood Good Government Foundation",
http://dx.doi.org/10.13039/100018136,"Murray State University",
http://dx.doi.org/10.13039/100024716,"Murse World",
http://dx.doi.org/10.13039/501100007115,"Muş Alparslan Üniversitesi",
http://dx.doi.org/10.13039/100019640,"Musashino University",
http://dx.doi.org/10.13039/100005202,"Muscular Dystrophy Association",
http://dx.doi.org/10.13039/501100000223,"Muscular Dystrophy Canada",
http://dx.doi.org/10.13039/501100008164,"Muscular Dystrophy UK",R
http://dx.doi.org/10.13039/100011724,"Muscular Dystrophy UK",
http://dx.doi.org/10.13039/100031908,"Musculoskeletal Association of Chartered Physiotherapists",
http://dx.doi.org/10.13039/100030710,"Musculoskeletal Injury Rehabilitation Research for Operational Readiness",
http://dx.doi.org/10.13039/100018645,"Musculoskeletal Research Center, Washington University in St. Louis",
http://dx.doi.org/10.13039/100001765,"Musculoskeletal Transplant Foundation",
http://dx.doi.org/10.13039/100031009,"Musée du quai Branly - Jacques Chirac",
http://dx.doi.org/10.13039/100003156,"Musella Foundation For Brain Tumor Research and Information",
http://dx.doi.org/10.13039/501100010478,"Museo delle Scienze",
http://dx.doi.org/10.13039/501100014144,"Museo Storico della Fisica e Centro Studi e Ricerche Enrico Fermi",
http://dx.doi.org/10.13039/100009190,"Museum Conservation Institute",
http://dx.doi.org/10.13039/501100007522,"Muséum National d'Histoire Naturelle",
http://dx.doi.org/10.13039/100013839,"Museum of Applied Arts and Sciences",
http://dx.doi.org/10.13039/100010952,"Museum of Comparative Zoology, Harvard University",
http://dx.doi.org/10.13039/100009309,"Museum of Contemporary Art Chicago",
http://dx.doi.org/10.13039/100027528,"Museum of Contemporary Art in Tucson, Arizona",
http://dx.doi.org/10.13039/100029532,"Museum of Fine Arts, Boston",
http://dx.doi.org/10.13039/100029524,"Museum of Fine Arts, Houston",
http://dx.doi.org/10.13039/100029468,"Museum of Modern Art",
http://dx.doi.org/10.13039/100018306,"Museum of Natural Science, Louisiana State University",
http://dx.doi.org/10.13039/100006024,"Museum of the North, University of Alaska",
http://dx.doi.org/10.13039/100009754,"Museum of Vertebrate Zoology",
http://dx.doi.org/10.13039/100029496,"Museums Alaska",
http://dx.doi.org/10.13039/501100022879,"Museums and Galleries of NSW",
http://dx.doi.org/10.13039/501100000730,"Museums Association",
http://dx.doi.org/10.13039/100011816,"Museums Galleries Scotland",
http://dx.doi.org/10.13039/501100024584,"Museums Victoria",
http://dx.doi.org/10.13039/100030259,"Museum Workers Speak",
http://dx.doi.org/10.13039/100007329,"Mushroom Council",
http://dx.doi.org/10.13039/501100011323,"Mushroom Research Foundation",
http://dx.doi.org/10.13039/100030619,"Music Department, University of California, Santa Cruz",
http://dx.doi.org/10.13039/100021775,"Music Forward Foundation",
http://dx.doi.org/10.13039/100006681,"Musicians Emergency Fund",
http://dx.doi.org/10.13039/100029637,"Music Library Association",
http://dx.doi.org/10.13039/501100022988,"Musicological Society of Australia",
http://dx.doi.org/10.13039/501100011641,"Muskelsvindfonden",
http://dx.doi.org/10.13039/100020164,"Musk Foundation",
http://dx.doi.org/10.13039/100002239,"Muskingum County Community Foundation",
http://dx.doi.org/10.13039/100023376,"Muskoka Community Foundation",
http://dx.doi.org/10.13039/501100008255,"Mustafa Kemal Üniversitesi",
http://dx.doi.org/10.13039/501100015317,"Mustansiriyah University",
http://dx.doi.org/10.13039/100009310,"Mustard Seed Foundation",
http://dx.doi.org/10.13039/100022866,"Mutah University",
http://dx.doi.org/10.13039/501100008232,"Muthayammal College of Arts and Science",
http://dx.doi.org/10.13039/100028730,"Mutrux Firm Injury Lawyers",
http://dx.doi.org/10.13039/501100000239,"Muttart Foundation",
http://dx.doi.org/10.13039/501100009424,"Mutualité Sociale Agricole",
http://dx.doi.org/10.13039/100030702,"Mutua Madrileña",
http://dx.doi.org/10.13039/501100008018,"Mutuelle Générale de l'Education Nationale",
http://dx.doi.org/10.13039/100030753,"MVP Accident Attorneys",
http://dx.doi.org/10.13039/100031613,"Myant",
http://dx.doi.org/10.13039/100003157,"Myasthenia Gravis Foundation of America",
http://dx.doi.org/10.13039/100024909,"MyBioSource",
http://dx.doi.org/10.13039/100011447,"Mycological Society of America",
http://dx.doi.org/10.13039/100024956,"MyCreativeShop",
http://dx.doi.org/10.13039/100025173,"My Crossword Maker",
http://dx.doi.org/10.13039/100003158,"Myelin Project",
http://dx.doi.org/10.13039/100012159,"Myelin Repair Foundation",
http://dx.doi.org/10.13039/501100021416,"Myeloma Australia",
http://dx.doi.org/10.13039/501100004636,"Myeloma UK",R
http://dx.doi.org/10.13039/100011723,"Myeloma UK",
http://dx.doi.org/10.13039/501100000965,"Myer Foundation",
http://dx.doi.org/10.13039/501100003283,"Myers-JDC-Brookdale Institute",
http://dx.doi.org/10.13039/100001768,"myFace",
http://dx.doi.org/10.13039/100016259,"Mylan",
http://dx.doi.org/10.13039/100021631,"MyMichigan Health",
http://dx.doi.org/10.13039/100009527,"Myndigheten för Samhällsskydd och Beredskap",R
http://dx.doi.org/10.13039/501100007294,"Myndigheten för Samhällsskydd och Beredskap",
http://dx.doi.org/10.13039/100009710,"Myocarditis Foundation",
http://dx.doi.org/10.13039/100016619,"MyoKardia",
http://dx.doi.org/10.13039/100031800,"Myomo",
http://dx.doi.org/10.13039/501100002538,"Myongji University",
http://dx.doi.org/10.13039/100015391,"Myositis Association",
http://dx.doi.org/10.13039/100016661,"Myotonic",
http://dx.doi.org/10.13039/100003975,"Myotonic Dystrophy Foundation",
